id	north	south	east	west	high	low	name	scientific_name
5915	41.4631	41.4462	-81.2882	-81.3232	NULL	NULL	The West Woods, Geauga Co., Ohio, USA	USA, Ohio, Geauga Co., The West Woods
5916	39.1993	39.1792	-74.849	-74.8539	NULL	NULL	Jakes Landing Road	Jakes Landing Road
5917	39.1993	39.1792	-74.849	-74.8539	NULL	NULL	Jakes Landing Rd., Dennis, New Jersey, USA	USA, New Jersey, Dennis, Jakes Landing Rd.
5918	47.8287	47.7728	-122.879	-123.131	NULL	NULL	Big Quilcene River Valley, Olympic National Forest, Jefferson Co., Washington, USA	USA, Washington, Jefferson Co., Olympic National Forest, Big Quilcene River Valley
5919	43.4805	43.4794	-72.3875	-72.3885	NULL	NULL	Windsor High School, Windsor, Vermont, USA	USA, Vermont, Windsor, Windsor High School
5920	19.4195	19.2106	-99.3542	-99.6302	NULL	NULL	Estado de Mexico, Mexico	Mexico, Estado de Mexico
5921	41.7951	41.6316	23.3651	22.9771	NULL	NULL	Kresna, Bulgaria	Bulgaria, Kresna
5922	45.1545	45.1251	-93.201	-93.2254	NULL	NULL	Carlos Avery Wildlife Preserve, Anoka Co., Minnesota, USA	USA, Minnesota, Anoka Co., Carlos Avery Wildlife Preserve
5923	47.5187	47.5036	-123.308	-123.34	NULL	NULL	Staircase campground, Olympic National Forest, Washington, USA	USA, Washington, Olympic National Forest, Staircase campground
5924	44.9369	44.9115	-87.1717	-87.2285	NULL	NULL	Whitefish Dunes State Park, Wisconsin, USA	USA, Wisconsin, Whitefish Dunes State Park
5925	37.9519	37.9323	-107.8	-107.872	NULL	NULL	Telluride, Colorado, USA	USA, Colorado, Telluride
5926	55.7972	55.7569	38.0501	37.9464	NULL	NULL	Kuchinskiy Urban Forest, Moscow Oblast, Russia	Russia, Moscow Oblast, Kuchinskiy Urban Forest
5927	47.6415	47.6317	8.84308	8.83128	NULL	NULL	8037 Nussbaumen, canton Thurgau, Switzerland	Switzerland, canton Thurgau, 8037 Nussbaumen
5928	18.1547	18.148	-96.8516	-96.8561	NULL	NULL	Rio Fierro, Huautla de Jiminez, Oaxaca, Mexico	Mexico, Oaxaca, Huautla de Jiminez, Rio Fierro
5929	41.7168	41.5818	-86.8378	-87.3344	NULL	NULL	Indiana Dunes National Lakeshore, Indiana, USA	USA, Indiana, Indiana Dunes National Lakeshore
5930	33.9695	33.951	35.6827	35.6507	NULL	NULL	Shaile, Lebanon	Lebanon, Shaile
5931	28.3243	28.1471	-81.5893	-81.6964	NULL	NULL	Davenport, Florida, USA	USA, Florida, Davenport
5932	42.0845	42.0666	-74.0956	-74.1213	NULL	NULL	Lookout Mountain, Catskill Park, New York, USA	USA, New York, Catskill Park, Lookout Mountain
5933	42.0857	42.0684	-74.1024	-74.1254	NULL	NULL	Overlook Mountain, Catskill Park, New York, USA	USA, New York, Catskill Park, Overlook Mountain
5934	42.0418	42.0312	-74.341	-74.3728	NULL	NULL	Woodland Valley Campground, Catskill Park, New York, USA	USA, New York, Catskill Park, Woodland Valley Campground
5935	35.3385	35.3001	-84.11	-84.1807	NULL	NULL	Trail 162, Cherokee National Forest, Monroe Co., Tennessee, USA	USA, Tennessee, Monroe Co., Cherokee National Forest, Trail 162
5936	36.9194	25.3705	-76.0352	-89.3848	NULL	NULL	Southeast, USA	USA, Southeast
5937	16.2499	16.2163	-92.106	-92.2061	NULL	NULL	Comitán, Chiapas, Mexico	Mexico, Chiapas, Comitán
5938	33.7835	33.741	-84.2776	-84.3152	NULL	NULL	Decatur, Georgia, USA	USA, Georgia, Decatur
5939	31.9134	31.8996	-109.268	-109.285	NULL	NULL	Rustler Park Campground, Chiricahua Mountains, Arizona, USA	USA, Arizona, Chiricahua Mountains, Rustler Park Campground
5940	46.642	46.6125	-120.479	-120.564	NULL	NULL	Yakima Greenway trail, Yakima, Yakima Co., Washington, USA	USA, Washington, Yakima Co., Yakima, Yakima Greenway trail
5941	63.4829	60.7338	-146.425	-153.005	NULL	NULL	Long house Alaskan Hotel, Anchorage, Alaska, USA	USA, Alaska, Anchorage, Long house Alaskan Hotel
5942	38.9252	38.5202	-75.0366	-75.3662	NULL	NULL	Delaware Shore, Delaware, USA	USA, Delaware, Delaware Shore
5943	43.4594	43.4489	-74.5089	-74.5184	NULL	NULL	Piseco, Hamilton Co, New York, USA	USA, New York, Hamilton Co, Piseco
5944	36.9789	36.9598	-122.056	-122.06	NULL	NULL	Western Dr., Santa Cruz, California, USA	USA, California, Santa Cruz, Western Dr.
5945	28.4063	28.4029	-81.459	-81.4665	NULL	NULL	Discovery Cove, Orlando, Florida, USA	USA, Florida, Orlando, Discovery Cove
5946	41.641	41.6409	-81.2793	-81.2947	NULL	NULL	Geauga Cty, Ohio, USA	USA, Ohio, Geauga Cty
5948	47.7376	47.7342	16.3967	16.3899	NULL	NULL	Schubertstraße, Mattersburg, Bezirk Mattersburg, Burgenland, Austria	Austria, Burgenland, Bezirk Mattersburg, Mattersburg, Schubertstraße
5949	33.7623	33.7621	-84.2965	-84.2967	NULL	NULL	Oakhurst Community Garden, Decatur, Georgia, USA	USA, Georgia, Decatur, Oakhurst Community Garden
5950	37.62	37.616	-119.007	-119.01	NULL	NULL	Twin Lakes, near Mammoth Lakes, California, USA	USA, California, near Mammoth Lakes, Twin Lakes
5951	47.4122	47.3971	13.5894	13.5573	NULL	NULL	Burgruine Ennsburg, Mandling, Bezirk Liezen, Styria, Austria	Austria, Styria, Bezirk Liezen, Mandling, Burgruine Ennsburg
5952	56.8781	56.8761	14.8151	14.8097	NULL	NULL	Växjö Cathedral, Växjö, Kronoberg, Sweden	Sweden, Kronoberg, Växjö, Växjö Cathedral
5953	46.5814	46.5809	-120.538	-120.551	NULL	NULL	Lila Ave., Yakima, Yakima Co., Washington, USA	USA, Washington, Yakima Co., Yakima, Lila Ave.
5954	39.6294	39.6264	-79.8647	-79.8705	NULL	NULL	West Virginia Botanic Garden, Morgantown, West Virginia, USA	USA, West Virginia, Morgantown, West Virginia Botanic Garden
5955	56.8602	56.8407	14.5416	14.4872	NULL	NULL	Blädinge, Alvesta, Kronoberg, Sweden	Sweden, Kronoberg, Alvesta, Blädinge
5956	43.0982	41.0982	24.5437	22.5437	NULL	NULL	Parangalica reserve, Rila mountain, Bulgaria	Bulgaria, Rila mountain, Parangalica reserve
5957	42.7563	40.7563	24.1515	22.1515	NULL	NULL	Tisata reserve, West Frontier mountains, Bulgaria	Bulgaria, West Frontier mountains, Tisata reserve
5958	43.935	43.8893	-80.0613	-80.1459	NULL	NULL	Orangeville, Ontario, Canada	Canada, Ontario, Orangeville
5959	39.4423	39.4261	-86.8058	-86.8216	NULL	NULL	Cataract Falls, Owen Co, Indiana, USA	USA, Indiana, Owen Co, Cataract Falls
5960	39.5572	39.5427	-81.6258	-81.6467	NULL	NULL	Lakeside Golf Course, Beverly, Ohio, USA	USA, Ohio, Beverly, Lakeside Golf Course
5961	39.2686	39.2676	-123.787	-123.788	NULL	NULL	Little River Cemetery, Mendocino Co., California, USA	USA, California, Mendocino Co., Little River Cemetery
5962	35.9988	35.9638	-75.6405	-75.6762	NULL	NULL	Nags Head Woods, Dare Co., North Carolina, USA	USA, North Carolina, Dare Co., Nags Head Woods
5963	35.8307	35.8097	-75.5561	-75.5756	NULL	NULL	Bodie Island Lighthouse, Dare Co., North Carolina, USA	USA, North Carolina, Dare Co., Bodie Island Lighthouse
5964	41.7521	41.7243	-81.2903	-81.3252	NULL	NULL	Mentor Marsh Nature Preserve, Lake Cty, Ohio, USA	USA, Ohio, Lake Cty, Mentor Marsh Nature Preserve
5965	41.6478	41.6297	-81.1775	-81.2046	NULL	NULL	Whitlam Woods, Geauga Cty, Ohio, USA	USA, Ohio, Geauga Cty, Whitlam Woods
5966	41.5214	41.4952	-81.2751	-81.2971	NULL	NULL	The Rookery, Geauga Cty, Ohio, USA	USA, Ohio, Geauga Cty, The Rookery
5967	41.629	41.6037	-81.2009	-81.2223	NULL	NULL	Big Creek Park, Geauga Cty, Ohio, USA	USA, Ohio, Geauga Cty, Big Creek Park
5968	41.2375	41.2244	-75.2217	-75.2421	NULL	NULL	Skytop, Pennsylvania, USA	USA, Pennsylvania, Skytop
5969	-36.8691	-37.6364	142.684	142.177	NULL	NULL	Wartook Valey, Grampians National Park, Victoria, Australia	Australia, Victoria, Grampians National Park, Wartook Valey
5970	40.3	40.14	-7.75	-8	NULL	NULL	Serra do Açor, Portugal	Portugal, Serra do Açor
5971	42.4202	42.3366	-72.3613	-72.4838	NULL	NULL	Pelham, Massachusetts, USA	USA, Massachusetts, Pelham
5972	44.4629	44.4483	-67.9245	-67.9372	NULL	NULL	Eagle Hill Institute, Steuben, Maine, USA	USA, Maine, Steuben, Eagle Hill Institute
5973	42.3754	42.2838	-72.5855	-72.7413	NULL	NULL	Northampton, Massachusetts, USA	USA, Massachusetts, Northampton
5974	48.4896	48.4879	-123.408	-123.41	NULL	NULL	North Rd., Victoria, British Columbia, Canada	Canada, British Columbia, Victoria, North Rd.
5975	42.0877	42.0659	-87.8662	-87.8905	NULL	NULL	Camp Pine Woods, Glenview, Illinois, USA	USA, Illinois, Glenview, Camp Pine Woods
5976	41.2055	41.1949	-75.9306	-75.9567	NULL	NULL	Hanover Industrial Park, Luzerne Co., Pennsylvania, USA	USA, Pennsylvania, Luzerne Co., Hanover Industrial Park
5977	38.8217	38.8043	-120.014	-120.046	NULL	NULL	Echo Summit, El Dorado Co., California, USA	USA, California, El Dorado Co., Echo Summit
5978	50.4306	50.299	5.63702	5.34151	NULL	NULL	Durbuy, Belgium	Belgium, Durbuy
5979	48.9989	48.9279	-117.172	-117.32	NULL	NULL	Slate Creek Rd., Pend Oreille Co., Washington, USA	USA, Washington, Pend Oreille Co., Slate Creek Rd.
5980	47.5684	47.5533	16.3932	16.3612	NULL	NULL	Neudorf bei Landsee, Bezirk Oberpullendorf, Burgenland, Austria	Austria, Burgenland, Bezirk Oberpullendorf, Neudorf bei Landsee
5981	47.5538	47.5214	16.433	16.3512	NULL	NULL	Center of Village, Kaisersdorf, Bezirk Oberpullendorf, Burgenland, Austria	Austria, Burgenland, Bezirk Oberpullendorf, Kaisersdorf, Center of Village
5982	30.3187	30.3153	-81.6793	-81.6822	NULL	NULL	Riverside Park, Jacksonville, Florida, USA	USA, Florida, Jacksonville, Riverside Park
5984	44.9401	44.8133	-66.9126	-67.0036	NULL	NULL	Roosevelt Cottage, Campobello Island, New Brunswick, Canada	Canada, New Brunswick, Campobello Island, Roosevelt Cottage
5985	41.2907	41.2651	-76.0419	-76.0778	NULL	NULL	Pikes Creek Reservoir, Pennsylvania, USA	USA, Pennsylvania, Pikes Creek Reservoir
5986	43.1488	43.137	-72.4644	-72.4738	NULL	NULL	Minards Pond, Rockingham, Vermont, USA	USA, Vermont, Rockingham, Minards Pond
5987	46.8794	46.7596	-121.436	-121.527	NULL	NULL	Pacific Crest Trail, William O. Douglas Wilderness and Mount Rainier National Park, Washington, USA	USA, Washington, William O. Douglas Wilderness and Mount Rainier National Park, Pacific Crest Trail
5988	42.225	42.2085	-87.7964	-87.8284	NULL	NULL	Ft. Sheridan, Highland Park, Illinois, USA	USA, Illinois, Highland Park, Ft. Sheridan
5989	43.7045	43.5613	-70.551	-70.6833	NULL	NULL	Hollis, Maine, USA	USA, Maine, Hollis
5990	43.5087	43.4925	-70.3702	-70.4022	NULL	NULL	Ocean Park, Maine, USA	USA, Maine, Ocean Park
5991	41.5997	41.5546	-81.1877	-81.2427	NULL	NULL	Chardon, Ohio, USA	USA, Ohio, Chardon
5992	47.4116	47.4095	16.2653	16.2642	NULL	NULL	Kienberg, Bernstein, Bezirk Oberwart, Burgenland, Austria	Austria, Burgenland, Bezirk Oberwart, Bernstein, Kienberg
5993	41.8577	41.8462	-78.6128	-78.6332	NULL	NULL	Lewis Run, Pennsylvania, USA	USA, Pennsylvania, Lewis Run
5994	43.8142	42.9747	-70.3074	-70.9891	NULL	NULL	York Co., Maine, USA	USA, Maine, York Co.
5995	41.0657	41.0468	-75.7648	-75.7907	NULL	NULL	White Haven, Pennsylvania, USA	USA, Pennsylvania, White Haven
5996	40.519	40.498	-74.85	-74.8699	NULL	NULL	Flemington, New Jersey, USA	USA, New Jersey, Flemington
5997	39.5234	37.7342	-89.1384	-91.4186	NULL	NULL	St. Louis, Missouri, USA	USA, Missouri, St. Louis
5998	42.6014	42.5987	-71.3648	-71.3675	NULL	NULL	Chelmsford, Massachusetts, USA	USA, Massachusetts, Chelmsford
5999	47.4423	47.4272	16.2912	16.2592	NULL	NULL	Steinstückl, Redlschlag, Bezirk Oberwart, Burgenland, Austria	Austria, Burgenland, Bezirk Oberwart, Redlschlag, Steinstückl
6000	52.4646	52.4285	-131.352	-131.391	NULL	NULL	Huxley Island, Haida Gwaii, Queen Charlotte Islands, British Columbia, Canada	Canada, British Columbia, Queen Charlotte Islands, Haida Gwaii, Huxley Island
6001	47.1379	47.1339	15.2231	15.2171	NULL	NULL	near Graz, Austria	Austria, near Graz
6002	42.5812	42.5471	-71.5338	-71.603	NULL	NULL	Ayer, Massachusetts, USA	USA, Massachusetts, Ayer
6003	40.6122	40.3117	-74.2044	-74.6293	NULL	NULL	Middlesex Co., New Jersey, USA	USA, New Jersey, Middlesex Co.
6004	39.7227	39.5227	-78.3342	-78.5747	NULL	NULL	Green Ridge State Forest, Maryland, USA	USA, Maryland, Green Ridge State Forest
6005	37.8701	37.8527	-122.573	-122.598	NULL	NULL	Muir Beach, California, USA	USA, California, Muir Beach
6006	47.6068	47.492	16.5014	16.4143	NULL	NULL	Gaberlingwald, Neutal, Bezirk Oberpullendorf, Burgenland, Austria	Austria, Burgenland, Bezirk Oberpullendorf, Neutal, Gaberlingwald
6007	41.409	41.3215	-72.9421	-72.9955	NULL	NULL	West Rock Ridge State Park, New Haven, Connecticut, USA	USA, Connecticut, New Haven, West Rock Ridge State Park
6008	41.0438	40.9787	-74.1676	-74.2485	NULL	NULL	Franklin Lakes, New Jersey, USA	USA, New Jersey, Franklin Lakes
6009	39.9521	39.9236	-87.0564	-87.1224	NULL	NULL	Shades State Park, Waveland, Indiana, USA	USA, Indiana, Waveland, Shades State Park
6010	39.3839	39.3667	-9.32462	-9.35663	NULL	NULL	Baleal, Peniche, Portugal	Portugal, Peniche, Baleal
6011	45.6345	45.486	-93.8674	-94.4602	NULL	NULL	St. Cloud, Minnesota, USA	USA, Minnesota, St. Cloud
6012	40.7801	40.767	-111.807	-111.827	NULL	NULL	Red Butte Canyon, Salt Lake City, Utah, USA	USA, Utah, Salt Lake City, Red Butte Canyon
6014	48.691	48.685	-123.612	-123.621	NULL	NULL	Top of the hill, Cobble Hill, Vancouver Island, British Columbia, Canada	Canada, British Columbia, Vancouver Island, Cobble Hill, Top of the hill
6015	64.4305	62.6498	-148.9	-153.007	NULL	NULL	Camp Ridge, Denali National Park, Alaska, USA	USA, Alaska, Denali National Park, Camp Ridge
6016	48.5901	48.5311	-120.629	-120.757	NULL	NULL	Granite Pass. Okanogan Co., Washington, USA	USA, Washington, Granite Pass. Okanogan Co.
6017	38.1542	38.0863	-122.844	-122.927	NULL	NULL	Inverness, California, USA	USA, California, Inverness
6018	61.614	61.6087	-149.261	-149.268	NULL	NULL	Finger Lake State Recreational Site, Wasilla, Matanuska-Susitna Bo., Alaska, USA	USA, Alaska, Matanuska-Susitna Bo., Wasilla, Finger Lake State Recreational Site
6019	48.3943	48.3833	-123.476	-123.497	NULL	NULL	Albert Head, Metchosin, Vancouver Island, British Columbia, Canada	Canada, British Columbia, Vancouver Island, Metchosin, Albert Head
6020	44.5195	44.4877	-123.942	-124.006	NULL	NULL	Drift Creek Wilderness, Lincoln Co., Oregon, USA	USA, Oregon, Lincoln Co., Drift Creek Wilderness
6021	40.6263	40.6236	-111.798	-111.801	NULL	NULL	Big Cottonwood Canyon, Salt Lake Co., Utah, USA	USA, Utah, Salt Lake Co., Big Cottonwood Canyon
6022	40.7214	40.6845	-73.5985	-73.6432	NULL	NULL	Hempstead, New York, USA	USA, New York, Hempstead
6023	48.3877	48.3804	-123.862	-123.866	NULL	NULL	North of Muir Creek mouth, Sooke, British Columbia, Canada	Canada, British Columbia, Sooke, North of Muir Creek mouth
